user_id,mandate_attempt_datetime,day_of_week,hour_of_day,setup_status,failure_reason
U1629,2026-01-07 20:51:00,Wednesday,20,Failed,Bank_Timeout
U1630,2026-01-22 17:02:00,Thursday,17,Success,
U1631,2026-02-12 04:22:00,Thursday,4,Failed,Incorrect_UPI_PIN
U1632,2026-02-08 14:00:00,Sunday,14,Success,
U1633,2026-01-11 11:06:00,Sunday,11,Success,
U1634,2026-01-01 15:10:00,Thursday,15,Success,
U1635,2026-01-05 17:46:00,Monday,17,Failed,Bank_Timeout
U1636,2026-02-07 03:30:00,Saturday,3,Failed,Bank_Timeout
U1637,2026-02-10 05:30:00,Tuesday,5,Success,
U1638,2026-01-01 11:12:00,Thursday,11,Success,
U1639,2026-02-27 02:54:00,Friday,2,Success,
U1640,2026-02-26 13:10:00,Thursday,13,Failed,Bank_Timeout
U1641,2026-01-18 21:43:00,Sunday,21,Failed,Bank_Timeout
U1642,2026-01-06 13:54:00,Tuesday,13,Success,
U1643,2026-03-01 22:50:00,Sunday,22,Failed,Bank_Timeout
U1644,2026-02-26 08:08:00,Thursday,8,Success,
U1645,2026-01-23 21:25:00,Friday,21,Success,
U1646,2026-01-18 16:26:00,Sunday,16,Failed,Bank_Timeout
U1647,2026-02-17 10:58:00,Tuesday,10,Failed,Bank_Timeout
U1648,2026-01-09 16:56:00,Friday,16,Failed,VPA_Invalid
U1649,2026-02-17 14:25:00,Tuesday,14,Failed,Bank_Timeout
U1650,2026-01-03 09:02:00,Saturday,9,Success,
U1651,2026-01-17 15:01:00,Saturday,15,Success,
U1652,2026-02-27 15:14:00,Friday,15,Failed,Incorrect_UPI_PIN
U1653,2026-02-26 22:24:00,Thursday,22,Failed,Bank_Timeout
U1654,2026-02-24 08:06:00,Tuesday,8,Failed,VPA_Invalid
U1655,2026-03-01 23:12:00,Sunday,23,Failed,Incorrect_UPI_PIN
U1656,2026-01-22 09:39:00,Thursday,9,Failed,VPA_Invalid
U1657,2026-01-29 03:42:00,Thursday,3,Success,
U1658,2026-02-08 01:26:00,Sunday,1,Failed,VPA_Invalid
U1659,2026-02-21 12:55:00,Saturday,12,Success,
U1660,2026-02-25 22:22:00,Wednesday,22,Failed,Bank_Timeout
U1661,2026-01-25 12:21:00,Sunday,12,Failed,Incorrect_UPI_PIN
U1662,2026-02-15 09:14:00,Sunday,9,Failed,Bank_Timeout
U1663,2026-02-25 08:43:00,Wednesday,8,Failed,Bank_Timeout
U1664,2026-02-24 03:02:00,Tuesday,3,Failed,Incorrect_UPI_PIN
U1665,2026-02-14 20:43:00,Saturday,20,Success,
U1666,2026-02-18 02:04:00,Wednesday,2,Success,
U1667,2026-02-19 21:21:00,Thursday,21,Success,
U1668,2026-01-18 20:03:00,Sunday,20,Failed,VPA_Invalid
U1669,2026-02-07 20:41:00,Saturday,20,Success,
U1670,2026-02-14 14:46:00,Saturday,14,Success,
U1671,2026-01-03 02:56:00,Saturday,2,Success,
U1672,2026-02-19 22:33:00,Thursday,22,Failed,VPA_Invalid
U1673,2026-02-05 07:01:00,Thursday,7,Failed,VPA_Invalid
U1674,2026-02-04 08:45:00,Wednesday,8,Success,
U1675,2026-01-04 12:25:00,Sunday,12,Failed,VPA_Invalid
U1676,2026-01-24 11:17:00,Saturday,11,Success,
U1677,2026-01-05 07:11:00,Monday,7,Failed,Incorrect_UPI_PIN
U1678,2026-02-21 16:16:00,Saturday,16,Success,
U1679,2026-01-31 18:01:00,Saturday,18,Success,
U1680,2026-02-24 12:23:00,Tuesday,12,Failed,VPA_Invalid
U1681,2026-01-03 04:52:00,Saturday,4,Success,
U1682,2026-01-24 14:10:00,Saturday,14,Failed,Bank_Timeout
U1683,2026-01-12 19:33:00,Monday,19,Success,
U1684,2026-02-14 19:48:00,Saturday,19,Failed,Incorrect_UPI_PIN
U1685,2026-01-27 09:34:00,Tuesday,9,Failed,VPA_Invalid
U1686,2026-02-22 01:57:00,Sunday,1,Success,
U1687,2026-02-09 11:21:00,Monday,11,Failed,Bank_Timeout
U1688,2026-02-01 00:26:00,Sunday,0,Failed,VPA_Invalid
U1689,2026-02-27 03:42:00,Friday,3,Failed,Bank_Timeout
U1690,2026-01-21 19:15:00,Wednesday,19,Success,
U1691,2026-01-04 15:20:00,Sunday,15,Success,
U1692,2026-02-17 16:14:00,Tuesday,16,Failed,VPA_Invalid
U1693,2026-01-20 11:49:00,Tuesday,11,Failed,Incorrect_UPI_PIN
U1694,2026-01-22 17:16:00,Thursday,17,Success,
U1695,2026-02-21 06:56:00,Saturday,6,Success,
U1696,2026-01-10 00:44:00,Saturday,0,Success,
U1697,2026-01-18 22:41:00,Sunday,22,Success,
U1698,2026-02-21 15:35:00,Saturday,15,Success,
U1699,2026-02-18 12:00:00,Wednesday,12,Failed,Incorrect_UPI_PIN
U1700,2026-01-30 19:39:00,Friday,19,Failed,Bank_Timeout
U1701,2026-02-19 11:32:00,Thursday,11,Failed,VPA_Invalid
U1702,2026-01-09 05:41:00,Friday,5,Failed,Incorrect_UPI_PIN
U1703,2026-02-23 14:09:00,Monday,14,Failed,Incorrect_UPI_PIN
U1704,2026-01-05 02:20:00,Monday,2,Success,
U1705,2026-02-26 22:27:00,Thursday,22,Success,
U1706,2026-01-02 03:46:00,Friday,3,Failed,Bank_Timeout
U1707,2026-02-14 19:56:00,Saturday,19,Failed,VPA_Invalid
U1708,2026-02-16 20:52:00,Monday,20,Failed,VPA_Invalid
U1709,2026-01-17 08:20:00,Saturday,8,Failed,Incorrect_UPI_PIN
U1710,2026-02-27 04:25:00,Friday,4,Success,
U1711,2026-02-13 17:23:00,Friday,17,Failed,Bank_Timeout
U1712,2026-02-20 16:52:00,Friday,16,Success,
U1713,2026-02-08 13:23:00,Sunday,13,Failed,VPA_Invalid
U1714,2026-02-19 08:29:00,Thursday,8,Failed,VPA_Invalid
U1715,2026-01-07 16:18:00,Wednesday,16,Failed,Incorrect_UPI_PIN
U1716,2026-02-11 21:28:00,Wednesday,21,Success,
U1717,2026-01-19 02:37:00,Monday,2,Failed,Incorrect_UPI_PIN
U1718,2026-02-28 22:34:00,Saturday,22,Failed,Incorrect_UPI_PIN
U1719,2026-01-27 20:34:00,Tuesday,20,Success,
U1720,2026-01-29 19:05:00,Thursday,19,Failed,Bank_Timeout
U1721,2026-01-20 23:45:00,Tuesday,23,Failed,VPA_Invalid
U1722,2026-03-01 11:26:00,Sunday,11,Failed,Incorrect_UPI_PIN
U1723,2026-02-15 22:05:00,Sunday,22,Failed,VPA_Invalid
U1724,2026-01-18 06:48:00,Sunday,6,Success,
U1725,2026-02-08 19:29:00,Sunday,19,Failed,Bank_Timeout
U1726,2026-02-02 10:26:00,Monday,10,Failed,Bank_Timeout
U1727,2026-01-29 08:48:00,Thursday,8,Success,
U1728,2026-01-22 03:46:00,Thursday,3,Success,
U1729,2026-01-21 00:56:00,Wednesday,0,Failed,Bank_Timeout
U1730,2026-01-28 00:18:00,Wednesday,0,Failed,Bank_Timeout
U1731,2026-01-09 07:45:00,Friday,7,Success,
U1732,2026-01-03 18:26:00,Saturday,18,Failed,VPA_Invalid
U1733,2026-01-22 12:55:00,Thursday,12,Success,
U1734,2026-01-11 21:06:00,Sunday,21,Failed,Incorrect_UPI_PIN
U1735,2026-01-17 08:05:00,Saturday,8,Success,
U1736,2026-01-23 00:52:00,Friday,0,Failed,Incorrect_UPI_PIN
U1737,2026-02-01 09:59:00,Sunday,9,Success,
U1738,2026-01-12 14:06:00,Monday,14,Success,
U1739,2026-01-03 18:59:00,Saturday,18,Failed,VPA_Invalid
U1740,2026-02-22 01:22:00,Sunday,1,Success,
U1741,2026-01-01 16:24:00,Thursday,16,Success,
U1742,2026-01-27 04:56:00,Tuesday,4,Success,
U1743,2026-01-01 13:01:00,Thursday,13,Failed,Bank_Timeout
U1744,2026-02-08 17:56:00,Sunday,17,Failed,VPA_Invalid
U1745,2026-02-13 19:38:00,Friday,19,Success,
U1746,2026-02-21 14:07:00,Saturday,14,Failed,VPA_Invalid
U1747,2026-01-04 19:42:00,Sunday,19,Success,
U1748,2026-01-01 04:34:00,Thursday,4,Failed,Bank_Timeout
U1749,2026-02-05 14:08:00,Thursday,14,Failed,VPA_Invalid
U1750,2026-02-04 15:00:00,Wednesday,15,Success,
U1751,2026-01-07 03:39:00,Wednesday,3,Failed,Incorrect_UPI_PIN
U1752,2026-02-02 21:33:00,Monday,21,Success,
U1753,2026-01-25 12:08:00,Sunday,12,Success,
U1754,2026-01-20 17:01:00,Tuesday,17,Failed,VPA_Invalid
U1755,2026-02-28 06:58:00,Saturday,6,Failed,VPA_Invalid
U1756,2026-01-03 10:16:00,Saturday,10,Success,
U1757,2026-02-28 10:15:00,Saturday,10,Failed,VPA_Invalid
U1758,2026-02-06 00:43:00,Friday,0,Success,
U1759,2026-01-17 14:28:00,Saturday,14,Failed,Incorrect_UPI_PIN
U1760,2026-02-01 12:51:00,Sunday,12,Failed,Bank_Timeout
U1761,2026-02-21 19:26:00,Saturday,19,Failed,VPA_Invalid
U1762,2026-01-17 11:42:00,Saturday,11,Failed,Bank_Timeout
U1763,2026-02-07 14:13:00,Saturday,14,Failed,Bank_Timeout
U1764,2026-01-07 06:10:00,Wednesday,6,Success,
U1765,2026-02-08 08:17:00,Sunday,8,Failed,Bank_Timeout
U1766,2026-01-03 03:44:00,Saturday,3,Failed,Bank_Timeout
U1767,2026-01-21 21:02:00,Wednesday,21,Failed,VPA_Invalid
U1768,2026-02-17 15:57:00,Tuesday,15,Success,
U1769,2026-01-07 21:08:00,Wednesday,21,Failed,VPA_Invalid
U1770,2026-02-11 19:03:00,Wednesday,19,Failed,VPA_Invalid
U1771,2026-02-05 20:38:00,Thursday,20,Failed,Incorrect_UPI_PIN
U1772,2026-02-14 13:29:00,Saturday,13,Failed,Incorrect_UPI_PIN
U1773,2026-02-28 09:11:00,Saturday,9,Failed,Incorrect_UPI_PIN
U1774,2026-01-22 07:43:00,Thursday,7,Failed,VPA_Invalid
U1775,2026-01-13 09:14:00,Tuesday,9,Failed,Bank_Timeout
U1776,2026-02-24 02:10:00,Tuesday,2,Failed,Incorrect_UPI_PIN
U1777,2026-02-21 20:24:00,Saturday,20,Success,
U1778,2026-01-18 17:26:00,Sunday,17,Failed,Incorrect_UPI_PIN
U1779,2026-01-27 23:35:00,Tuesday,23,Failed,VPA_Invalid
U1780,2026-02-20 17:24:00,Friday,17,Success,
U1781,2026-01-10 04:41:00,Saturday,4,Failed,Bank_Timeout
U1782,2026-01-20 08:16:00,Tuesday,8,Success,
U1783,2026-02-22 21:02:00,Sunday,21,Success,
U1784,2026-01-24 05:53:00,Saturday,5,Success,
U1785,2026-02-09 00:10:00,Monday,0,Failed,Incorrect_UPI_PIN
U1786,2026-01-31 19:40:00,Saturday,19,Success,
U1787,2026-02-04 11:43:00,Wednesday,11,Failed,Bank_Timeout
U1788,2026-02-20 13:48:00,Friday,13,Success,
U1789,2026-01-28 19:05:00,Wednesday,19,Success,
U1790,2026-02-16 15:25:00,Monday,15,Failed,Incorrect_UPI_PIN
U1791,2026-01-25 08:50:00,Sunday,8,Failed,Incorrect_UPI_PIN
U1792,2026-01-31 02:07:00,Saturday,2,Failed,Incorrect_UPI_PIN
U1793,2026-01-05 08:35:00,Monday,8,Failed,Incorrect_UPI_PIN
U1794,2026-01-20 21:15:00,Tuesday,21,Success,
U1795,2026-01-04 08:14:00,Sunday,8,Failed,Bank_Timeout
U1796,2026-02-10 03:25:00,Tuesday,3,Failed,Bank_Timeout
U1797,2026-02-05 17:05:00,Thursday,17,Failed,Bank_Timeout
U1798,2026-02-01 03:23:00,Sunday,3,Failed,Incorrect_UPI_PIN
U1799,2026-02-02 11:47:00,Monday,11,Success,
U1800,2026-02-11 21:47:00,Wednesday,21,Failed,Bank_Timeout
U1801,2026-02-27 22:43:00,Friday,22,Success,
U1802,2026-02-16 21:33:00,Monday,21,Failed,VPA_Invalid
U1803,2026-01-14 03:00:00,Wednesday,3,Failed,Incorrect_UPI_PIN
U1804,2026-01-15 16:32:00,Thursday,16,Success,
U1805,2026-02-28 10:44:00,Saturday,10,Failed,Bank_Timeout
U1806,2026-02-22 07:57:00,Sunday,7,Failed,VPA_Invalid
U1807,2026-02-25 23:25:00,Wednesday,23,Failed,Incorrect_UPI_PIN
U1808,2026-02-19 00:54:00,Thursday,0,Failed,Bank_Timeout
U1809,2026-01-12 14:18:00,Monday,14,Success,
U1810,2026-01-23 11:47:00,Friday,11,Failed,Incorrect_UPI_PIN
U1811,2026-01-10 15:26:00,Saturday,15,Failed,Bank_Timeout
U1812,2026-02-23 20:37:00,Monday,20,Success,
U1813,2026-01-26 18:34:00,Monday,18,Failed,Bank_Timeout
U1814,2026-01-19 12:54:00,Monday,12,Success,
U1815,2026-01-06 05:09:00,Tuesday,5,Success,
U1816,2026-01-04 18:56:00,Sunday,18,Failed,VPA_Invalid
U1817,2026-02-08 17:34:00,Sunday,17,Success,
U1818,2026-01-20 08:32:00,Tuesday,8,Failed,VPA_Invalid
U1819,2026-02-25 05:49:00,Wednesday,5,Success,
U1820,2026-01-02 03:37:00,Friday,3,Failed,Incorrect_UPI_PIN
U1821,2026-02-23 20:32:00,Monday,20,Failed,Bank_Timeout
U1822,2026-02-26 05:28:00,Thursday,5,Failed,Incorrect_UPI_PIN
U1823,2026-01-02 15:31:00,Friday,15,Failed,Bank_Timeout
U1824,2026-01-01 05:55:00,Thursday,5,Failed,VPA_Invalid
U1825,2026-01-01 23:44:00,Thursday,23,Failed,VPA_Invalid
U1826,2026-01-03 03:13:00,Saturday,3,Success,
U1827,2026-01-28 05:51:00,Wednesday,5,Success,
U1828,2026-02-03 19:14:00,Tuesday,19,Failed,Bank_Timeout
U1829,2026-02-15 23:45:00,Sunday,23,Failed,Incorrect_UPI_PIN
U1830,2026-02-10 01:37:00,Tuesday,1,Failed,Bank_Timeout
U1831,2026-01-11 12:39:00,Sunday,12,Success,
U1832,2026-01-25 08:16:00,Sunday,8,Failed,Bank_Timeout
U1833,2026-01-16 14:15:00,Friday,14,Success,
U1834,2026-02-10 18:39:00,Tuesday,18,Success,
U1835,2026-01-13 12:01:00,Tuesday,12,Failed,Incorrect_UPI_PIN
U1836,2026-02-11 15:24:00,Wednesday,15,Failed,Incorrect_UPI_PIN
U1837,2026-01-30 12:32:00,Friday,12,Success,
U1838,2026-01-26 18:21:00,Monday,18,Success,
U1839,2026-02-09 05:43:00,Monday,5,Success,
U1840,2026-02-02 20:11:00,Monday,20,Failed,VPA_Invalid
U1841,2026-02-19 05:19:00,Thursday,5,Failed,Bank_Timeout
U1842,2026-01-12 00:34:00,Monday,0,Failed,Bank_Timeout
U1843,2026-02-21 06:12:00,Saturday,6,Failed,Bank_Timeout
U1844,2026-01-18 08:22:00,Sunday,8,Success,
U1845,2026-01-18 08:11:00,Sunday,8,Failed,Incorrect_UPI_PIN
U1846,2026-01-29 00:08:00,Thursday,0,Success,
U1847,2026-01-02 06:47:00,Friday,6,Failed,VPA_Invalid
U1848,2026-01-06 17:23:00,Tuesday,17,Failed,VPA_Invalid
U1849,2026-01-03 11:31:00,Saturday,11,Failed,Bank_Timeout
U1850,2026-02-26 19:25:00,Thursday,19,Failed,Bank_Timeout
U1851,2026-02-12 11:21:00,Thursday,11,Failed,Incorrect_UPI_PIN
U1852,2026-02-06 10:10:00,Friday,10,Failed,Incorrect_UPI_PIN
U1853,2026-01-11 04:25:00,Sunday,4,Success,
U1854,2026-01-17 10:11:00,Saturday,10,Failed,VPA_Invalid
U1855,2026-01-28 04:53:00,Wednesday,4,Success,
U1856,2026-01-03 23:02:00,Saturday,23,Success,
U1857,2026-01-28 12:21:00,Wednesday,12,Failed,Bank_Timeout
U1858,2026-01-03 09:25:00,Saturday,9,Failed,VPA_Invalid
U1859,2026-01-04 18:53:00,Sunday,18,Failed,VPA_Invalid
U1860,2026-01-26 23:56:00,Monday,23,Failed,VPA_Invalid
U1861,2026-01-27 00:59:00,Tuesday,0,Success,
U1862,2026-01-16 04:36:00,Friday,4,Success,
U1863,2026-01-03 19:06:00,Saturday,19,Failed,Incorrect_UPI_PIN
U1864,2026-01-18 16:46:00,Sunday,16,Failed,Incorrect_UPI_PIN
U1865,2026-02-22 21:38:00,Sunday,21,Failed,Bank_Timeout
U1866,2026-02-06 03:39:00,Friday,3,Failed,Bank_Timeout
U1867,2026-02-26 02:20:00,Thursday,2,Failed,Bank_Timeout
U1868,2026-02-02 08:28:00,Monday,8,Success,
U1869,2026-03-01 06:51:00,Sunday,6,Success,
U1870,2026-01-04 23:38:00,Sunday,23,Failed,Incorrect_UPI_PIN
U1871,2026-01-31 05:39:00,Saturday,5,Failed,Bank_Timeout
U1872,2026-01-10 21:06:00,Saturday,21,Failed,VPA_Invalid
U1873,2026-01-31 04:07:00,Saturday,4,Failed,Bank_Timeout
U1874,2026-01-31 21:26:00,Saturday,21,Success,
U1875,2026-02-23 13:43:00,Monday,13,Success,
U1876,2026-01-07 23:10:00,Wednesday,23,Success,
U1877,2026-02-13 01:15:00,Friday,1,Success,
U1878,2026-02-15 02:18:00,Sunday,2,Success,
U1879,2026-02-09 12:36:00,Monday,12,Success,
U1880,2026-01-22 21:03:00,Thursday,21,Failed,Incorrect_UPI_PIN
U1881,2026-01-14 14:41:00,Wednesday,14,Failed,Bank_Timeout
U1882,2026-01-03 00:00:00,Saturday,0,Success,
U1883,2026-02-14 03:54:00,Saturday,3,Failed,VPA_Invalid
U1884,2026-01-22 23:11:00,Thursday,23,Success,
U1885,2026-02-23 11:54:00,Monday,11,Success,
U1886,2026-02-14 09:31:00,Saturday,9,Success,
U1887,2026-01-06 22:51:00,Tuesday,22,Failed,Incorrect_UPI_PIN
U1888,2026-02-19 06:09:00,Thursday,6,Success,
U1889,2026-02-03 21:13:00,Tuesday,21,Success,
U1890,2026-01-05 04:47:00,Monday,4,Success,
U1891,2026-02-05 04:46:00,Thursday,4,Success,
U1892,2026-02-19 08:21:00,Thursday,8,Success,
U1893,2026-02-14 15:43:00,Saturday,15,Success,
U1894,2026-01-15 13:30:00,Thursday,13,Success,
U1895,2026-02-09 16:14:00,Monday,16,Success,
U1896,2026-02-22 15:29:00,Sunday,15,Failed,Incorrect_UPI_PIN
U1897,2026-01-14 21:48:00,Wednesday,21,Success,
U1898,2026-01-12 18:29:00,Monday,18,Success,
U1899,2026-01-06 11:24:00,Tuesday,11,Success,
U1900,2026-01-27 02:57:00,Tuesday,2,Failed,VPA_Invalid
U1901,2026-01-25 05:46:00,Sunday,5,Failed,VPA_Invalid
U1902,2026-01-13 00:17:00,Tuesday,0,Success,
U1903,2026-01-11 03:01:00,Sunday,3,Success,
U1904,2026-02-06 03:43:00,Friday,3,Failed,Bank_Timeout
U1905,2026-02-06 11:41:00,Friday,11,Success,
U1906,2026-01-18 06:40:00,Sunday,6,Success,
U1907,2026-01-25 21:04:00,Sunday,21,Success,
U1908,2026-01-20 08:52:00,Tuesday,8,Failed,Bank_Timeout
U1909,2026-02-06 21:03:00,Friday,21,Failed,Bank_Timeout
U1910,2026-01-11 17:17:00,Sunday,17,Failed,Bank_Timeout
U1911,2026-01-03 15:57:00,Saturday,15,Failed,VPA_Invalid
U1912,2026-02-23 13:48:00,Monday,13,Failed,VPA_Invalid
U1913,2026-01-02 06:58:00,Friday,6,Success,
U1914,2026-02-03 20:27:00,Tuesday,20,Failed,VPA_Invalid
U1915,2026-02-07 09:43:00,Saturday,9,Success,
U1916,2026-01-24 03:50:00,Saturday,3,Success,
U1917,2026-02-08 16:25:00,Sunday,16,Failed,Bank_Timeout
U1918,2026-01-08 18:48:00,Thursday,18,Success,
U1919,2026-01-11 07:32:00,Sunday,7,Success,
U1920,2026-01-12 07:53:00,Monday,7,Failed,Incorrect_UPI_PIN
U1921,2026-01-15 07:39:00,Thursday,7,Success,
U1922,2026-01-18 23:17:00,Sunday,23,Failed,Incorrect_UPI_PIN
U1923,2026-01-16 20:18:00,Friday,20,Success,
U1924,2026-01-18 18:27:00,Sunday,18,Success,
U1925,2026-02-02 12:20:00,Monday,12,Failed,VPA_Invalid
U1926,2026-01-17 18:17:00,Saturday,18,Failed,Bank_Timeout
U1927,2026-02-01 15:01:00,Sunday,15,Failed,Bank_Timeout
U1928,2026-01-31 17:39:00,Saturday,17,Failed,VPA_Invalid
U1929,2026-01-19 20:04:00,Monday,20,Failed,Incorrect_UPI_PIN
U1930,2026-02-25 11:00:00,Wednesday,11,Failed,Bank_Timeout
U1931,2026-01-24 11:33:00,Saturday,11,Success,
U1932,2026-02-07 09:15:00,Saturday,9,Success,
U1933,2026-01-05 11:14:00,Monday,11,Failed,Incorrect_UPI_PIN
U1934,2026-02-05 04:40:00,Thursday,4,Failed,Incorrect_UPI_PIN
U1935,2026-03-01 15:50:00,Sunday,15,Success,
U1936,2026-02-08 04:12:00,Sunday,4,Failed,VPA_Invalid
U1937,2026-02-19 04:47:00,Thursday,4,Success,
U1938,2026-01-04 20:52:00,Sunday,20,Failed,Incorrect_UPI_PIN
U1939,2026-01-04 18:37:00,Sunday,18,Success,
U1940,2026-02-02 00:27:00,Monday,0,Failed,VPA_Invalid
U1941,2026-01-03 19:53:00,Saturday,19,Success,
U1942,2026-01-28 03:05:00,Wednesday,3,Failed,VPA_Invalid
U1943,2026-02-11 04:42:00,Wednesday,4,Failed,Incorrect_UPI_PIN
U1944,2026-02-05 15:32:00,Thursday,15,Failed,VPA_Invalid
U1945,2026-02-05 08:07:00,Thursday,8,Failed,VPA_Invalid
U1946,2026-02-01 22:07:00,Sunday,22,Failed,Incorrect_UPI_PIN
U1947,2026-01-05 09:17:00,Monday,9,Failed,Incorrect_UPI_PIN
U1948,2026-01-17 16:50:00,Saturday,16,Failed,VPA_Invalid
U1949,2026-02-10 01:38:00,Tuesday,1,Failed,VPA_Invalid
U1950,2026-02-13 19:53:00,Friday,19,Success,
U1951,2026-01-21 06:19:00,Wednesday,6,Failed,Incorrect_UPI_PIN
U1952,2026-02-11 21:37:00,Wednesday,21,Failed,VPA_Invalid
U1953,2026-01-06 07:46:00,Tuesday,7,Success,
U1954,2026-02-08 09:18:00,Sunday,9,Failed,VPA_Invalid
U1955,2026-02-13 14:28:00,Friday,14,Failed,VPA_Invalid
U1956,2026-01-06 23:22:00,Tuesday,23,Success,
U1957,2026-01-17 07:46:00,Saturday,7,Failed,Bank_Timeout
U1958,2026-01-16 22:49:00,Friday,22,Success,
U1959,2026-01-14 01:54:00,Wednesday,1,Success,
U1960,2026-01-16 17:07:00,Friday,17,Failed,VPA_Invalid
U1961,2026-01-14 15:10:00,Wednesday,15,Failed,Bank_Timeout
U1962,2026-02-13 08:04:00,Friday,8,Failed,VPA_Invalid
U1963,2026-02-15 08:56:00,Sunday,8,Failed,Bank_Timeout
U1964,2026-01-02 23:59:00,Friday,23,Failed,Bank_Timeout
U1965,2026-02-17 15:10:00,Tuesday,15,Success,
U1966,2026-02-04 15:54:00,Wednesday,15,Failed,Bank_Timeout
U1967,2026-02-17 16:56:00,Tuesday,16,Failed,Incorrect_UPI_PIN
U1968,2026-01-09 05:08:00,Friday,5,Failed,VPA_Invalid
U1969,2026-01-11 07:47:00,Sunday,7,Success,
U1970,2026-01-16 22:25:00,Friday,22,Failed,Bank_Timeout
U1971,2026-01-24 23:44:00,Saturday,23,Success,
U1972,2026-02-11 04:21:00,Wednesday,4,Success,
U1973,2026-01-16 11:54:00,Friday,11,Failed,Bank_Timeout
U1974,2026-02-04 01:24:00,Wednesday,1,Success,
U1975,2026-01-08 12:56:00,Thursday,12,Failed,Incorrect_UPI_PIN
U1976,2026-02-11 08:18:00,Wednesday,8,Failed,Incorrect_UPI_PIN
U1977,2026-02-01 08:35:00,Sunday,8,Success,
U1978,2026-01-05 05:38:00,Monday,5,Failed,VPA_Invalid
U1979,2026-02-26 13:50:00,Thursday,13,Failed,VPA_Invalid
U1980,2026-02-08 07:55:00,Sunday,7,Failed,VPA_Invalid
U1981,2026-01-26 13:08:00,Monday,13,Success,
U1982,2026-01-07 19:46:00,Wednesday,19,Success,
U1983,2026-02-11 17:38:00,Wednesday,17,Success,
U1984,2026-02-07 06:55:00,Saturday,6,Failed,Bank_Timeout
U1985,2026-02-15 05:10:00,Sunday,5,Failed,Bank_Timeout
U1986,2026-02-06 14:03:00,Friday,14,Success,
U1987,2026-01-20 20:54:00,Tuesday,20,Failed,VPA_Invalid
U1988,2026-02-18 07:15:00,Wednesday,7,Failed,Bank_Timeout
U1989,2026-01-08 11:50:00,Thursday,11,Failed,Incorrect_UPI_PIN
U1990,2026-01-26 19:43:00,Monday,19,Success,
U1991,2026-01-24 15:20:00,Saturday,15,Failed,Bank_Timeout
U1992,2026-02-19 17:26:00,Thursday,17,Success,
U1993,2026-02-08 06:32:00,Sunday,6,Failed,VPA_Invalid
U1994,2026-02-26 17:32:00,Thursday,17,Success,
U1995,2026-01-29 03:48:00,Thursday,3,Failed,VPA_Invalid
U1996,2026-01-04 19:52:00,Sunday,19,Success,
U1997,2026-01-27 12:25:00,Tuesday,12,Success,
U1998,2026-01-07 05:51:00,Wednesday,5,Success,
U1999,2026-01-25 06:36:00,Sunday,6,Failed,Bank_Timeout
U2000,2026-02-16 11:03:00,Monday,11,Success,
